Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Author Info
GenresFictionClassicsPhilosophyBrazilNovelsLiteratureLatin American ...more,"First published January 1, 1964",Clarice Lispector,The Passion According to G.H.,4.13,"13,368 ratings","2,050 reviews","Clarice Lispector208 books5,528 followers"
GenresFictionIrish LiteratureIrelandHumorNovelsComedyLiterary Fiction ...more,"First published October 11, 1993",Roddy Doyle,The Barrytown Trilogy: The Commitments / The Snapper / The Van,4.29,"3,250 ratings",175 reviews,"Roddy Doyle124 books1,528 followers"
GenresFictionHumorNovelsLiteratureMagical RealismContemporaryModern ...more,"First published January 1, 1994",Tom Robbins,Half Asleep in Frog Pajamas,3.76,"22,730 ratings",853 reviews,"Tom Robbins48 books6,726 followers"
GenresScience FictionFictionFantasyHistorical FictionScience Fiction FantasyHistoricalTime Travel ...more,"First published April 1, 1987",Connie Willis,Lincoln's Dreams,3.52,"4,367 ratings",410 reviews,"Connie Willis261 books4,458 followers"
GenresFictionLiteratureClassicsGreeceMysteryNovelsPolitics ...more,"First published January 1, 1965",Antonis Samarakis,Το λάθος,4.28,"3,835 ratings",272 reviews,Antonis Samarakis21 books3 followers
GenresFictionFantasyClassics,"First published May 19, 1998",Edgar Rice Burroughs,"Tarzan of the Apes, Three Complete Novels: Tarzan of the Apes / The Son of Tarzan / Tarzan at the Earth's Core",3.98,178 ratings,8 reviews,"Edgar Rice Burroughs2,882 books2,630 followers"
GenresFictionClassicsAmericanNovelsLiterary FictionThe United States Of AmericaLiterature ...more,"First published January 1, 1976",Richard Yates,The Easter Parade,4.03,"9,694 ratings",949 reviews,"Richard Yates73 books1,906 followers"
GenresIslamReligionNonfictionReferenceSpiritualityHistoryTheology,"First published January 1, 202",I.A. Ibrahim,A Brief Illustrated Guide to Understanding Islam,3.91,762 ratings,100 reviews,I.A. Ibrahim3 books2 followers
GenresFictionRomanceChick LitContemporaryMysteryAdult FictionComing Of Age ...more,"First published January 1, 1989",Anita Shreve,Eden Close,3.69,"10,984 ratings",620 reviews,"Anita Shreve99 books4,369 followers"
GenresHistorical FictionFictionHistoricalMedievalFranceClassicsDutch Literature ...more,"First published January 1, 1949",Hella S. Haasse,In a Dark Wood Wandering: A Novel of the Middle Ages,4.09,"2,449 ratings",264 reviews,Hella S. Haasse112 books163 followers
GenresNovelsFictionClassicsRomanian LiteratureLiteratureHistorical FictionDystopia ...more,"First published January 1, 1949",Constantin Virgil Gheorghiu,La 25e heure,4.46,"8,365 ratings","1,653 reviews",Constantin Virgil Gheorghiu58 books379 followers
GenresFictionClassicsLiteratureNovelsEroticaAmerican20th Century ...more,"First published January 1, 1949",Henry Miller,Sexus,4.01,"9,681 ratings",445 reviews,"Henry Miller736 books4,863 followers"
GenresWesternsFictionHistorical FictionHistoricalAdventureClassicsNovels ...more,"First published January 1, 1993",Larry McMurtry,Streets of Laredo,4.07,"20,568 ratings","1,205 reviews","Larry McMurtry174 books3,418 followers"
GenresPhilosophyReligionNonfictionPsychology,"First published January 1, 1957",Colin Wilson,Religion and the Rebel,4.09,237 ratings,16 reviews,"Colin Wilson481 books1,236 followers"
GenresFeminismNonfictionRaceHistoryPoliticsTheorySocial Justice ...more,"First published January 1, 1981",Angela Y. Davis,"Women, Race & Class",4.58,"29,678 ratings","2,249 reviews","Angela Y. Davis103 books6,557 followers"
GenresFictionQueerLGBTClassicsGayGay FictionGender and Sexuality ...more,"First published January 1, 1951",Fritz Peters,Finistère,3.83,143 ratings,26 reviews,Fritz Peters23 books22 followers
GenresArchitectureDesignNonfictionPhilosophyArtUrbanismUrban Planning ...more,"First published December 12, 1978",Christopher W. Alexander,The Timeless Way of Building,4.37,"2,432 ratings",197 reviews,Christopher W. Alexander26 books395 followers
GenresMysteryFictionCrimeClassicsMystery ThrillerDetectiveAudiobook ...more,"First published September 1, 1933",Agatha Christie,Lord Edgware Dies,3.94,"53,565 ratings","3,533 reviews","Agatha Christie4,461 books67.4k followers"
GenresHistoryNonfictionPoliticsPhilosophyEconomicsSociologyPsychology ...more,"First published December 1, 1996",William Strauss,The Fourth Turning: An American Prophecy—What the Cycles of History Tell Us About America's Next Rendezvous with Destiny,3.88,"6,371 ratings",850 reviews,William Strauss25 books99 followers
GenresClassicsFictionLGBTQueerLesbianRomanceHistorical Fiction ...more,"First published January 1, 1928",Radclyffe Hall,The Well of Loneliness,3.74,"17,493 ratings","1,594 reviews",Radclyffe Hall57 books275 followers
GenresScience FictionFictionDystopiaRomanceFantasyFeminismSpeculative Fiction ...more,"First published January 1, 1991",Marge Piercy,"He, She and It",3.99,"5,704 ratings",496 reviews,Marge Piercy107 books882 followers
GenresGraphic NovelsComicsFictionGraphic Novels ComicsComixComic BookBande Dessinée ...more,"First published September 12, 2000",Chris Ware,Jimmy Corrigan: The Smartest Kid on Earth,4.08,"24,150 ratings","1,555 reviews","Chris Ware119 books1,120 followers"
GenresHistorical FictionYoung AdultHistoricalMiddle GradeFictionChildrensRussia ...more,"First published September 1, 2000",Carolyn Meyer,"Anastasia: The Last Grand Duchess, Russia, 1914",3.93,"10,262 ratings",505 reviews,"Carolyn Meyer107 books1,056 followers"
GenresHistoryNonfictionWorld War IIEspionageBiographyWarMemoir ...more,"First published June 12, 1998",Leo Marks,"Between Silk and Cyanide: A Codemaker's War, 1941-1945",4.25,"2,565 ratings",298 reviews,Leo Marks8 books9 followers
GenresFictionLGBTNovelsContemporaryComing Of AgeQueerLiterary Fiction ...more,"First published April 1, 1988",Michael Chabon,The Mysteries of Pittsburgh,3.65,"27,774 ratings","2,092 reviews","Michael Chabon136 books8,526 followers"
GenresPicture BooksChildrensAnimalsFictionHumorKidsStorytime ...more,"First published December 1, 1982",Sandra Boynton,But Not the Hippopotamus,4.24,"14,546 ratings",435 reviews,"Sandra Boynton149 books1,035 followers"
GenresPhilosophyNonfictionSelf HelpPsychologyEssaysHistoryAudiobook ...more,"First published January 1, 2000",Alain de Botton,The Consolations of Philosophy,4.01,"31,485 ratings","3,090 reviews",Alain de Botton134 books14.3k followers
GenresGeorgianFictionHistorical FictionClassicsSchoolAdventureNovels,"First published January 1, 2018",Chabua Amirejibi,დათა თუთაშხია,4.57,"1,070 ratings",54 reviews,Chabua Amirejibi14 books43 followers
GenresFictionIndiaCanadaHistorical FictionLiterary FictionIndian LiteratureLiterature ...more,"First published January 1, 1997",Anita Rau Badami,Tamarind Woman,3.58,"1,280 ratings",107 reviews,Anita Rau Badami7 books167 followers
GenresFictionClassicsAfrican AmericanRaceLiteratureAmericanLiterary Fiction ...more,"First published January 1, 1953",Richard Wright,The Outsider,4.18,"2,359 ratings",141 reviews,"Richard Wright282 books1,956 followers"
GenresFictionCanadaHistorical FictionWarHistoricalLiteratureCanadian Literature ...more,"First published January 1, 1981",Timothy Findley,Famous Last Words,3.98,"1,821 ratings",102 reviews,Timothy Findley53 books334 followers
GenresNonfictionPoetryBiographyRomanceLiteratureLebanonPhilosophy ...more,"First published February 12, 1972",Mary Elizabeth Haskell,"Beloved Prophet: The Love Letters of Kahlil Gibran and Mary Haskell, and Her Private Journal",3.72,"4,029 ratings",592 reviews,Mary Elizabeth Haskell4 books7 followers
GenresLGBTYoung AdultRomanceQueerFictionLesbianContemporary ...more,"First published July 1, 1982",Nancy Garden,Annie on My Mind,4.02,"53,128 ratings","3,632 reviews",Nancy Garden37 books433 followers
GenresFictionLiterary FictionChick LitContemporaryWomensAdult Fiction,"First published January 1, 1995",Katharine Weber,Objects in Mirror Are Closer Than They Appear,3.22,228 ratings,32 reviews,Katharine Weber16 books96 followers
GenresNonfictionLGBTQueerMemoirGayBiographyRomance ...more,"First published June 5, 1995",Timothy Conigrave,Holding the Man,4.40,"5,853 ratings",631 reviews,Timothy Conigrave4 books57 followers
GenresFictionGerman LiteratureContemporaryGermanySchoolClassicsNovels ...more,"First published January 1, 1995",Christian Kracht,Faserland,3.64,"6,455 ratings",340 reviews,Christian Kracht28 books423 followers
GenresPoetryFictionFantasyClassicsMythologySchoolLiterature ...more,"First published January 1, 1000",Unknown,Beowulf,3.49,"320,945 ratings","11,610 reviews","Unknown463k books3,121 followers"
GenresScience FictionFictionDystopiaPost ApocalypticClassicsFantasyNovels ...more,"First published June 30, 1962",J.G. Ballard,The Drowned World,3.48,"18,878 ratings","1,555 reviews","J.G. Ballard407 books3,806 followers"
GenresFiction,"First published January 1, 1952",Fritz Peters,The Descent,4.80,5 ratings,1 review,Fritz Peters23 books22 followers
GenresFictionNovelsLiteratureEgyptClassicsHistorical FictionEgyptian Literature ...more,"First published January 1, 1949",Naguib Mahfouz,بداية ونهاية,4.10,"7,827 ratings",774 reviews,Naguib Mahfouz452 books15.2k followers
GenresChildrensFictionClassicsAdventureFantasyMiddle GradeYoung Adult ...more,"First published January 1, 1948",Astrid Lindgren,Pippi in the South Seas,4.11,"18,436 ratings",378 reviews,"Astrid Lindgren974 books3,571 followers"
GenresPhilosophySpiritualityNonfictionAnthropologyReligionPsychologyClassics ...more,"First published January 1, 1968",Carlos Castaneda,The Teachings of Don Juan: A Yaqui Way of Knowledge,3.94,"43,423 ratings","1,529 reviews","Carlos Castaneda119 books2,393 followers"
GenresFictionHorrorContemporaryCrimeThrillerMysteryDark ...more,"First published January 1, 1996",A.M. Homes,The End of Alice,3.49,"10,147 ratings","1,392 reviews","A.M. Homes64 books1,328 followers"
GenresBusinessNonfictionManagementLeadershipBiographyEntrepreneurshipTechnology ...more,"First published September 1, 1996",Andrew S. Grove,Only the Paranoid Survive: How to Exploit the Crisis Points that Challenge Every Company and Career,3.97,"9,623 ratings",481 reviews,Andrew S. Grove32 books374 followers
GenresGeorgian,"First published January 1, 1973",Nodar Dumbadze,თეთრი ბაირაღები,4.41,762 ratings,30 reviews,Nodar Dumbadze47 books243 followers
GenresFictionRomanceShort StoriesGerman LiteratureLiteratureNovelsAudiobook ...more,"First published January 1, 1922",Stefan Zweig,Brief einer Unbekannten,4.11,"53,506 ratings","5,736 reviews","Stefan Zweig1,730 books9,183 followers"
GenresSpiritualityNonfictionReligionPhilosophySelf HelpInspirationalPersonal Development ...more,"First published January 1, 1995",Neale Donald Walsch,"Conversations with God: An Uncommon Dialogue, Book 1",4.21,"39,752 ratings","2,204 reviews","Neale Donald Walsch426 books1,752 followers"
GenresFictionNovelsAmericanLiteratureThe United States Of AmericaContemporaryLiterary Fiction ...more,"First published January 1, 1992",Paul Auster,Leviathan,3.97,"19,424 ratings","1,055 reviews",Paul Auster277 books11.5k followers
GenresFictionFantasyClassicsChristianLiteratureChristian FictionNovels ...more,"First published January 1, 1931",Charles  Williams,The Place of the Lion,3.86,"1,439 ratings",208 reviews,Charles  Williams110 books341 followers
GenresReligionIslamNonfictionScienceTheologyAtheismPhilosophy,"First published December 31, 1985",Wahiduddin Khan,God Arises: Evidence of God in Nature and in Science,3.99,565 ratings,96 reviews,Wahiduddin Khan314 books375 followers
GenresReligionIslamPhilosophyNonfictionPoliticsHistorySociology ...more,"First published January 1, 1980",Alija Izetbegović,الإسلام بين الشرق والغرب,4.47,"11,627 ratings","2,094 reviews","Alija Izetbegović38 books4,260 followers"
GenresHorrorFantasyFictionClassicsShort StoriesScience FictionAudiobook ...more,"First published January 1, 2008",H.P. Lovecraft,Necronomicon: The Best Weird Tales,4.18,"18,139 ratings","1,100 reviews","H.P. Lovecraft4,451 books17.8k followers"
GenresHistoryBiographyPoliticsNonfictionMemoirAmerican HistoryAutobiography ...more,"First published January 1, 1952",Whittaker Chambers,Witness,4.37,"2,201 ratings",302 reviews,Whittaker Chambers39 books51 followers
GenresFictionHistorical FictionClassicsNovelsCivil WarRomanceWar ...more,"First published January 1, 1948",Ross Lockridge Jr.,Raintree County,3.98,"1,090 ratings",102 reviews,Ross Lockridge Jr.10 books18 followers
GenresChristianNonfictionChristianityFaithReligionChristian LivingTheology ...more,"First published November 30, 1926",Oswald Chambers,My Utmost for His Highest,4.38,"80,894 ratings","1,077 reviews",Oswald Chambers257 books464 followers
GenresFictionHistorical FictionAlbanian LiteratureClassicsLiteratureNovelsWar ...more,"First published January 1, 1963",Ismail Kadare,The General of the Dead Army,4.03,"4,539 ratings",382 reviews,"Ismail Kadare278 books1,588 followers"
GenresFictionHistorical FictionLiteratureLiterary FictionNew YorkNovelsAmerican ...more,"First published March 25, 1996",Steven Millhauser,Martin Dressler: The Tale of an American Dreamer,3.56,"10,290 ratings",691 reviews,Steven Millhauser73 books454 followers
GenresFictionClassicsArtLiteratureNovelsHumorIrish Literature ...more,"First published January 1, 1944",Joyce Cary,The Horse's Mouth,3.96,"1,549 ratings",187 reviews,Joyce Cary66 books86 followers
GenresFictionContemporaryHorrorScotlandThrillerNovelsDark ...more,"First published January 1, 1995",Irvine Welsh,Marabou Stork Nightmares,3.91,"12,365 ratings",523 reviews,"Irvine Welsh140 books7,016 followers"
GenresMysteryCrimeFictionThrillerMystery ThrillerSuspenseMurder Mystery ...more,"First published July 25, 2000",Kathy Reichs,Deadly Decisions,3.94,"37,414 ratings","1,339 reviews",Kathy Reichs149 books16.4k followers
GenresClassicsFictionRomanceHistorical Fiction20th CenturyNovelsLiterature ...more,"First published January 1, 1938",Elizabeth Bowen,The Death of the Heart,3.65,"8,470 ratings",772 reviews,Elizabeth Bowen186 books470 followers
GenresPicture BooksChildrensNonfictionHumorAnimalsScienceHealth ...more,"First published February 2, 1981",Taro Gomi,Everyone Poops,4.19,"6,838 ratings",829 reviews,Taro Gomi417 books122 followers
GenresHistoryNonfictionPoliticsPhilosophyHistoricalAmerican HistoryGovernment ...more,"First published June 1, 1981",W. Cleon Skousen,The 5000 Year Leap,4.27,"7,027 ratings",967 reviews,W. Cleon Skousen125 books165 followers
GenresShort StoriesFictionJapanClassicsJapanese LiteratureLiteratureHistorical Fiction ...more,"First published January 1, 1927",Ryūnosuke Akutagawa,Rashomon and Seventeen Other Stories,4.14,"9,207 ratings",671 reviews,"Ryūnosuke Akutagawa1,233 books1,806 followers"
GenresHistoryIrelandNonfictionPoliticsIrish LiteratureMilitary FictionEuropean History ...more,"First published January 1, 1995",Tim Pat Coogan,The Troubles: Ireland's Ordeal 1966-1996 and the Search for Peace,3.97,599 ratings,39 reviews,Tim Pat Coogan31 books216 followers
